id	is_series	dir_name	series_num	slug	proposed_path	reasoning
04962cf58e172da662c1	False	ai	0	notebooklm-to-video	ai/20240930-notebooklm-to-video.md	The article is a standalone tutorial on creating videos from NotebookLM audio using Gemini and FFmpeg. It does not show signs of being part of a numbered series or a collection of related links.
04c2991239894687ef2f	False	fsharp	0	json-parser	fsharp/20161226-json-parser.md	The article is a standalone exercise on implementing a JSON parser in F#. Although it references earlier general tutorials on parser combinators in other languages as background material, this specific project does not follow a numbered sequence or part of a structured series.
050f6615558c4c2b1d92	True	math	2	bicomplex-numbers	math/02-bicomplex-numbers.md	The article explicitly states 'シリーズの記事です' (This is an article in a series) and lists itself as the second item in a sequence of four articles about representation matrices for various number systems. The subject matter (bicomplex numbers, linear algebra) fits into the 'math' directory.
06ed3e922630fcbd7734	False	ai	0	gemini-api-migration	ai/20250423-gemini-api-migration.md	The article is a standalone technical guide explaining how to migrate from one Python library to another for the Gemini API. There are no indications of it being part of a numbered series or a linked collection.
07bfbc87956be6e1960d	False	misc	0	dotnet-python-unicode-startswith	misc/20200608-dotnet-python-unicode-startswith.md	The article is a standalone technical comparison of how .NET Framework and Python handle Unicode composite characters in prefix matching. It does not contain numbering or indicators that it belongs to a series.
096396f0007857676515	True	haskell	1	algebraic-computation	haskell/01-algebraic-computation.md	The article is an introductory guide that explicitly links to a corresponding answer key ('【解答例】') and subsequent related articles on the same topic (polynomials, Dirac operators), fitting the series criteria. The content focuses on implementing algebraic calculations in Haskell.
0a90d7ba31355e1c73aa	True	haskell	2	io-monad	haskell/02-io-monad.md	The article is explicitly identified as part of 'Haskellの実験メモ' (Haskell experimental notes) and links to a preceding investigation on Clean uniqueness types and a subsequent introductory guide on the IO monad.
0ac50e3816dca212a52e	False	fsharp	0	stream-manipulation	fsharp/20200605-stream-manipulation.md	The article is a standalone technical demonstration of how to implement SubStream and ConcatStream in F#. There are no indicators (such as numbering or links to other parts) that it belongs to a series.
0b818083792364f34f82	False	ai	0	windsurf-trial	ai/20250117-windsurf-trial.md	The article is a standalone guide explaining the trial process and pricing plans for the Windsurf AI editor. It does not follow any series patterns (no numbering or index lists).
0bd828489aa176252fe8	True	haskell	0	vector-space	haskell/00-vector-space.md	The article explicitly states it is part of 'Haskellの実験メモ' (Haskell Experiment Notes), suggesting a collection/series. The content focuses on implementing mathematical vector spaces in Haskell.
0bed757ed0b51944a669	True	haskell	2	algebraic-data-types	haskell/02-algebraic-data-types.md	The title starts with '【解答例】' and refers to a corresponding '超入門' (ultra introduction) article, which fits the series criteria for paired tutorial and answer articles. The content is about Haskell algebraic data types.
0cedc2a55c8ca0bb7538	True	web	2	emscripten-wasi	web/02-emscripten-wasi.md	The article explicitly identifies itself as part of a three-part series in the intro note ('Emscripten と WASI ← この記事'). The content focuses on WebAssembly (WASI) and Emscripten, which falls under the 'web' category.
0e2951155fd8949dbc55	False	haskell	0	xorshift	haskell/20200216-xorshift.md	The article describes a standalone project of porting the Xorshift algorithm to Haskell. There is no indication of it being part of a numbered series or a collection of related articles.
0e31e10df92656aac207	False	ai	0	sqlite-mcp-encoding	ai/20241130-sqlite-mcp-encoding.md	The article is a standalone troubleshooting guide focused on character encoding issues when using an SQLite MCP server with Claude on Windows. It fits the 'ai' category due to its focus on Model Context Protocol and LLM integration.
0ece8c3394e1328267ed	True	haskell	2	haskell-intro-answers	haskell/02-haskell-intro-answers.md	The title '【解答例】Haskell 超入門' indicates it is the answer key for a matching introduction article ('Haskell 超入門'), which fits the specified criteria for a series. The content focuses on Haskell basics.
0f9c9ff7cf2fcb9597c5	False	env	0	uv-motivation	env/20241206-uv-motivation.md	The article discusses the motivation for switching from standard Python venv to uv, focusing on environment management and comparing it with npm. It is a standalone experiential piece without indicators of being part of a series.
12036631dad1979a273b	True	haskell	2	maybe-state-composition	haskell/02-maybe-state-composition.md	The article explicitly states it is part of 'Haskellの実験メモ' (Haskell Experimental Notes) and references both a previous introductory article ('超入門') and a subsequent follow-up piece.
1275d2a15a25a75125d2	True	math	2	covectors	math/02-covectors.md	The article explicitly states it is part of a series and provides a numbered list where this article is the second entry. The content focuses on linear algebra concepts (inner products, covectors), making 'math' an appropriate directory.
1345bf32003faff435cb	True	haskell	4	lambda	haskell/04-lambda.md	The article explicitly states 'シリーズの記事です' (This is a series of articles) and provides a numbered list where this article is positioned as the fourth entry.
13d9c884a618feb89a94	False	ai	0	gemini-function-calling	ai/20241113-gemini-function-calling.md	The article is a standalone guide explaining the concept and usage of Function calling in Gemini. Since it's about an LLM feature, 'ai' is the appropriate category.
145f1234f8ec2af923ef	True	haskell	1	haskell-intro	haskell/01-haskell-intro.md	The article explicitly states it is part of a series ('シリーズの記事です') and lists itself as the first item in a numbered sequence of Haskell introductory articles.
14d24a25aa26dcf97d2d	False	ai	0	gguf-conversion	ai/20240822-gguf-conversion.md	The article is a technical note about converting model formats for llama.cpp, which falls under the 'ai' category. It does not show signs of being part of a numbered or linked series.
1704b58f8828601a0e6c	True	quantum-computing	2	general-notation	quantum-computing/02-general-notation.md	The article is explicitly labeled as part of a series ('量子コンピューター超入門2') and includes a list of related articles. The content focuses on quantum computing notation.
17a1567a635af17fc83f	True	haskell	0	function-overloading	haskell/00-function-overloading.md	The article explicitly mentions it is part of 'Haskellの実験メモ' (Experimental notes on Haskell) via a link at the start. The content focuses on implementing function overloading using type classes in Haskell.
17d818195259e4a73db6	False	ffmpeg	0	ffmpeg-mp4-time-sync	ffmpeg/20200513-ffmpeg-mp4-time-sync.md	The article is a standalone troubleshooting guide regarding audio/video synchronization issues in FFmpeg and does not follow a series format.
18d15f8238c074a2e8fc	False	env	0	netbeans-msys2	env/20150505-netbeans-msys2.md	The article provides a specific technical solution for configuring MSYS2 gcc to work with NetBeans. It does not contain any indicators of being part of a series (no numbering or links to related parts) and focuses on environment setup.
1a9b5c17c070b67199b0	False	dotnet	0	azuki-textbox	dotnet/20230215-azuki-textbox.md	The article is a standalone technical note about adding compatibility members to the Azuki control library using F# and .NET; it contains no numbering or links indicating a series.
1ce76bde464b4a55c143	True	haskell	2	algebraic-data-types	haskell/02-algebraic-data-types.md	The article explicitly lists itself as the second item in a numbered series of Haskell introduction articles ('シリーズの記事です').
1d3750ba17f5a88b8405	True	fsharp	1	fsharp-intro	fsharp/01-fsharp-intro.md	The article is part of a tutorial set that includes an associated 'Answer Examples' (【解答例】) piece and sister versions for other languages, which matches the series criteria.
1d6b97c657c6fffdbd70	True	wiktionary	2	fsharp-python-comparison	wiktionary/02-fsharp-python-comparison.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list of related articles focusing on Wiktionary processing. The content compares the performance of F# and Python for this specific task.
1e2a66bf8e8c7f0bd70f	True	haskell	2	bubble-sort	haskell/02-bubble-sort.md	The article mentions it serves as a supplementary explanation for exercises found in 'Haskell 超入門', indicating it is part of a series of learning materials.
1e6b5899db3ab6b6a8fc	True	haskell	0	list-and-iouarray	haskell/00-list-and-iouarray.md	The article is a technical note about Haskell (Lists vs IOUArray), placing it in the 'haskell' directory. It starts by referencing '[Haskellの実験メモ]', which indicates it is part of a collection or series of experimental notes.
1f5c6a6561ef5c1e357b	False	web	0	wikipedia-svg-png	web/20200503-wikipedia-svg-png.md	The article is a standalone technical tip on how to save Wikipedia SVG images as PNGs. It does not contain numbering or links indicating it is part of a series. The 'web' directory is chosen as the content relates to interacting with web-based resources/assets.
201f379443079736e18e	True	haskell	2	parsec-monad-transformer	haskell/02-parsec-monad-transformer.md	The article is part of a sequence titled 'Haskellの実験メモ', explicitly stating it follows the article 'MaybeとStateを合成' and serves as the basis for 'Haskell 構文解析 超入門'.
2036e7a739c2a9e04025	True	math	4	quaternion	math/04-quaternion.md	The article explicitly states 'シリーズの記事です' (This is an article in a series) and lists itself as the 4th entry in a numbered list of mathematical topics. The subject matter relates to quaternions, which fits the 'math' category.
235328dbdc5c0c85edcb	False	dotnet	0	dotnet-bzip2	dotnet/20200530-dotnet-bzip2.md	The article is a standalone technical investigation into bzip2 libraries for .NET Framework. While it references a related Python version of the research, it does not follow any series markers like numbering or a comprehensive list of experimental notes.
24eb2b2b9e6149cb1d54	False	ai	0	falcon3-bitnet	ai/20241218-falcon3-bitnet.md	The article is a standalone report on testing and benchmarking the BitNet versions of Falcon 3 LLMs. It fits into the 'ai' category due to its focus on Large Language Models and quantization.
26131d290741a53abc07	True	ai	1	rag-resources	ai/01-rag-resources.md	The article starts by stating it's a summary of materials ('メモ的にまとめます') and consists primarily of a curated list of links and references, which matches the provided criteria for series (e.g., 'Haskellの実験メモ一覧'). The content focuses on RAG (Retrieval-Augmented Generation), fitting into the 'ai' directory.
27b6f3169961299a6195	True	javascript	3	cps-to-continuation-monad	javascript/03-cps-to-continuation-monad.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list where this article is the third one. The content focuses on implementing functional programming concepts (Monads, CPS) using JavaScript.
29a16427c2a8deee4747	False	env	0	uv-pytorch-install-error	env/20241207-uv-pytorch-install-error.md	This is a standalone troubleshooting article about solving a package installation error using the uv tool on Windows. It relates to environment setup and Python version management.
29d10e74c8df30df04af	True	fsharp	1	fsharp-coroutine	fsharp/01-fsharp-coroutine.md	The article explicitly mentions a sequel ('F#のシーケンスでコルーチン(2)'), identifying it as the first part of a series. The content is about implementing coroutines in F#.
2a945c346f74ca54552f	True	wiktionary	5	english-irregular-verbs	wiktionary/05-english-irregular-verbs.md	The article explicitly states 'シリーズの記事です' (This is an article of a series) and provides a numbered list where this article is the 5th. The main topic revolves around extracting data from Wiktionary.
2d25f7afe25c3ca11acb	True	javascript	2	cps-tail-recursion	javascript/02-cps-tail-recursion.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list where this specific article is the second entry.
2d44e040bae930d11088	False	env	0	cross-compiler	env/20150130-cross-compiler.md	The article is a standalone tutorial on how to build a minimal cross-compiler (GCC/binutils) for learning machine language. It fits in the 'env' category as it focuses on toolchain setup and environment configuration.
2ddab6e8803cd37661b1	False	ai	0	gemini-translation	ai/20231218-gemini-translation.md	The article is a standalone investigation into the translation capabilities of Gemini 1.0 Pro and does not follow any series patterns. It falls under the 'ai' category as it pertains to a large language model.
2e08418eeb448a343723	True	web	2	extract-har	web/02-extract-har.md	The article is part of a sequence as it explicitly references and depends on a previous article ('JSONパーサーを作る') for its implementation. The topic concerns HAR files (HTTP Archive), which fits the 'web' category.
2e8e3ed2c39e3dc4ee22	False	ai	0	cursor-free-setup	ai/20240914-cursor-free-setup.md	The article is a standalone guide on how to configure and use the free version of Cursor by integrating other AI tools. It doesn't follow any series pattern or include links to related parts.
2e9bff5d88302de1a9e9	True	haskell	9	state-monad	haskell/09-state-monad.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list where this specific topic (State Monads) is the 9th entry. The content is focused on Haskell.
31ce829808fa5bcd890b	False	web	0	react19-runtime-babel	web/20250501-react19-runtime-babel.md	The article provides a specific technical solution for using Babel's runtime transformation with React 19. It is a standalone guide and does not follow any series pattern or contain numbering/index lists.
3253d5766a4c65cb1a1f	False	gimp	0	batch-level-correction	gimp/20170208-batch-level-correction.md	The article is a standalone technical memo providing specific code snippets for batch processing images in GIMP using Python-Fu. It does not follow a series pattern (no numbering or links to other parts).
33117c6c369d37dc6cdd	True	gif	1	read-gif-binary	gif/01-read-gif-binary.md	The article explicitly states it is part of a series ('シリーズの記事です') and lists three related articles about GIF binary parsing and LZW compression. The content focuses on the technical analysis of the GIF format.
34f7d4693bd4b16d2df3	True	emscripten	3	independent-instances	emscripten/03-independent-instances.md	The article explicitly includes a numbered list of series articles and identifies itself as the third one.
3504d8fa2c868620f57a	True	quantum-computing	1	quantum-computer-intro	quantum-computing/01-quantum-computer-intro.md	The article explicitly states it is part of a series ('シリーズの記事です') and identifies itself as the first installment in a list. The content focuses on introductory quantum computing concepts.
3722f0a677d6763eb395	True	haskell	0	ioref-and-state	haskell/00-ioref-and-state.md	The article explicitly references being part of a collection called 'Haskellの実験メモ' (Haskell Experimental Notes). The content is specifically about Haskell concepts.
3866fac27ba488ec74c7	False	web	0	analyser-node	web/20200519-analyser-node.md	The article is a standalone technical note about experimenting with the WebAudioAPI's AnalyserNode. It lacks numbering or links to other parts of a series.
39a222b5928bf0b6f745	False	csharp	0	covariance-contravariance	csharp/20161127-covariance-contravariance.md	The article explains a specific C# language concept (covariant return types and contravariant arguments) as a standalone guide. There are no indicators of it being part of a numbered series or a larger collection.
39a9ddffcc5bdf2c0142	True	java	2	parser-combinator	java/02-parser-combinator.md	The title contains '超入門 2' and the content explicitly mentions that it is a sequel to a previous article. The topic is about implementing parser combinators using Java.
3a596dce76314c8ccc15	False	web	0	label-for-omission	web/20231123-label-for-omission.md	The article is a standalone technical note about HTML <label> tags and doesn't exhibit any characteristics of a series. It fits into the 'web' category as it deals with HTML elements.
3bf54f47a2d38c70d39b	False	ai	0	mcp-timeout-behavior	ai/20241205-mcp-timeout-behavior.md	The article is a standalone technical observation comparing the behavior of Python and TypeScript implementations of Model Context Protocol (MCP) servers during timeouts. It fits into the 'ai' category as MCP is a protocol specifically for AI models.
3de830afa69add8a705c	False	ai	0	bard-link-expiration	ai/20231109-bard-link-expiration.md	The article is a standalone tip regarding the expiration of public links in Google Bard and does not meet the criteria for a series. It falls under the 'ai' category.
3fb540c72ad4577350c6	False	ai	0	genai-error-handling	ai/20250412-genai-error-handling.md	The article is a technical guide focusing on error handling and retry mechanisms for the Google Gen AI SDK. It does not exhibit any signs of being part of a series (no numbering or index links) and fits best under the 'ai' category.
407ad24a5d9ad89be2e5	False	ffmpeg	0	smallest-audio-files	ffmpeg/20200418-smallest-audio-files.md	The article is a standalone technical guide focusing on audio compression using FFmpeg and HE-AAC v2. There are no indicators (like numbering or references to other parts) that it belongs to a series.
414fcb97c7aea6816a72	True	math	1	dirac-operator	math/01-dirac-operator.md	The article is part of a thematic series focused on the Dirac operator. It explicitly links to several other articles discussing different applications (exterior derivatives, Laplacians, Maxwell's equations) and describes itself as providing the implementation used for calculations in those other pieces.
41d262ca11ea16d85abc	False	python	0	bitwise-operations	python/20141214-bitwise-operations.md	The article is a standalone introductory guide to bitwise operations in Python. While it uses the phrase '超入門' (super introduction), there are no part numbers or links indicating it is part of a larger series.
43452dcd34e57100fc3c	False	web	0	web-speech-api	web/20200207-web-speech-api.md	The article is a standalone technical guide on how to use the Web Speech API for text-to-speech reading positions. There are no indicators of it being part of a numbered series or a list of related experimental notes.
4408b76624067c17e933	True	haskell	10	monad-transformers	haskell/10-monad-transformers.md	The article explicitly states it is part of a series ('シリーズの記事です') and includes a numbered list where this article is the 10th entry. The content focuses on Haskell monad transformers.
449e1aeaee3a25ca5a05	True	wiktionary	4	extract-language	wiktionary/04-extract-language.md	The article explicitly states it is part of a series ('シリーズの記事です') and lists itself as the fourth item in a numbered list of related Wiktionary processing articles.
4601dff7664311659723	False	haskell	0	haskell-bubble-sort-js	haskell/20141102-haskell-bubble-sort-js.md	The article is a standalone exercise where the author translates a specific algorithm (bubble sort) from Haskell to JavaScript. There are no indicators of it being part of a numbered series or a larger collection of related tutorials.
49cd2595426dd38da1ba	False	security	0	locky-ransomware	security/20160326-locky-ransomware.md	The article is a standalone analysis of the Locky ransomware and its countermeasures; it lacks indicators of being part of a series (no numbering or linked lists). The content focuses on malware and virus patterns, making 'security' an appropriate directory.
4a24fd9395f5a60d811d	True	haskell	2	list-monad-answers	haskell/02-list-monad-answers.md	The article title starts with '【解答例】' (Answer Examples) and references a main tutorial 'Haskell リストモナド 超入門', matching the guidelines for series classification. The content focuses on Haskell programming.
4a8a2807bb5186576c61	True	haskell	5	actions-and-lambdas	haskell/05-actions-and-lambdas.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list of related '超入門' (Super Intro) articles on Haskell, with this specific topic being the 5th item in that list.
4c71bb7b3b6f9af7bdc6	False	ai	0	bard-log-length	ai/20231109-bard-log-length.md	The article is a standalone experience report sharing tips and observations about the impact of chat history length on Google Bard's performance. It does not follow any series pattern or numbering.
4cc1928061ff4598f10b	True	web	2	cancel-promise	web/02-cancel-promise.md	The author explicitly mentions a previous article ('前回の記事では') and links to it, indicating this is part of a continuous topic regarding Promises and the Web Speech API. The content falls under web development (JavaScript/Web APIs).
4d80f838638a5bb66265	False	web	0	jsdelivr	web/20230803-jsdelivr.md	The article is a standalone guide on using jsDelivr to host custom JavaScript libraries from GitHub. It falls under the 'web' category.
4e3c614aac19d645fd1d	True	wiktionary	3	get-language-codes	wiktionary/03-get-language-codes.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list where this specific article is the third entry. The content focuses on extracting language codes from Wiktionary.
4f313cb36cdd12c8d833	True	math	1	complex-vectors	math/01-complex-vectors.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list where this article is the first entry. The subject matter focuses on linear algebra (real and complex vectors) using SymPy.
4fb60dacad46cb8e63b3	True	math	1	polynomial-product	math/01-polynomial-product.md	The author explicitly states 'シリーズの記事です' (This is part of a series) and lists the current article as the first item in a numbered list of related mathematical topics.
500fc95ecf80866ba83a	False	ai	0	ollama-llama-vision	ai/20250109-ollama-llama-vision.md	The article is a standalone guide on using Ollama to perform image analysis and translation using specific AI models. It fits logically into the 'ai' directory.
50156c2a7ddec2235ca3	False	math	0	unbiased-variance	math/20230927-unbiased-variance.md	The article focuses on a specific statistical concept (unbiased variance) with examples. There are no indicators that it belongs to a numbered series or a list of related articles.
51017b4b268f66e11c42	False	sapi	0	specify-pronunciation	sapi/20200501-specify-pronunciation.md	The article is a technical guide on how to specify pronunciation using SAPI and SSML. While it references other related articles by the same author, it lacks sequential numbering or an index structure that would characterize it as a series.
510653e0c0e28411cc9d	False	go	0	go-memory-management	go/20250404-go-memory-management.md	The article is a technical deep dive into Go's memory management and runtime internals. While it mentions another related post on sbrk, it does not follow any series patterns such as numbering or being part of an indexed collection.
53324b515595df3fa442	False	web	0	react-intro	web/20250514-react-intro.md	The article is a standalone introduction to using React as syntactic sugar for repetitive HTML structures. There are no indicators such as numbering or lists of related articles that suggest it belongs to a series.
538504de453208be937e	True	math	5	perceptron-covector	math/05-perceptron-covector.md	The article explicitly states it is part of a series ('シリーズの記事です') and lists four previous articles focusing on linear algebra concepts (inner products, covectors, matrices, duality). The content applies these mathematical concepts to the Perceptron. Therefore, it belongs in a 'math' category as part of a numbered sequence.
539c2c46edfb5313cbc6	False	haskell	0	monad-laws	haskell/20141212-monad-laws.md	The article discusses monad laws in Haskell and is tagged as such. While it mentions being integrated into another article, it doesn't meet the specific criteria for a series (e.g., numbering or starting with a list of links).
547b6137d7a3c482fe68	True	haskell	0	monad-laws	haskell/00-monad-laws.md	The article explicitly identifies itself as a 'side story' (番外編) of the 'Haskell 超入門' series. The main topic is monad laws within the context of Haskell.
54e45181052c914a4d45	False	ai	0	gemini-rate-limits	ai/20240118-gemini-rate-limits.md	The article is a standalone technical memo specifically about rate limits and errors encountered with Gemini 1.0 Pro. It does not follow any series numbering or structure.
5515a49c86efb8d5102a	True	math	3	matrices-as-functions	math/03-matrices-as-functions.md	The article explicitly states it is part of a series ('シリーズの記事です') and provides a numbered list where this piece is the third entry. The content focuses on linear algebra (matrices, covectors), making 'math' the appropriate directory.
55f10aa99108afd5a128	False	web	0	generator-cps	web/20200213-generator-cps.md	The article describes a standalone technical experiment involving the transformation of JavaScript generators into Continuation Passing Style (CPS). There are no indications of it being part of a numbered series or a larger collection.
56071382384617911a58	False	javascript	0	flatmap-yield-star	javascript/20230309-flatmap-yield-star.md	The article is a standalone comparison of different methods in JavaScript to combine arrays/sequences (flatMap vs yield*). There are no indicators of it being part of a numbered series or a linked set of articles.
567e92474681a38de86a	False	fsharp	0	computation-expression	fsharp/20160630-computation-expression.md	The article describes a specific implementation using F# computation expressions. While it links to related articles (a reader and a builder process), it is not structured as a numbered series or a formal set of lessons.
59e12ee1f56536710b83	False	csharp	0	textbox-paste-newline	csharp/20230513-textbox-paste-newline.md	The article is a standalone technical snippet addressing a specific issue with line breaks in Windows Forms TextBox. It does not follow any series pattern.
5a1add7189c45ae4a254	False	ai	0	google-ai-studio-schema	ai/20250411-google-ai-studio-schema.md	The article is a specific technical guide on creating structured output schemas in Google AI Studio. There are no indicators (such as part numbers or lists of related links) that suggest it belongs to a series.
5a8b25d8db772bc27a71	True	haskell	2	maybe-monad-answers	haskell/02-maybe-monad-answers.md	The title starts with '【解答例】' (Example Answers) and links back to a main tutorial ('Haskell Maybeモナド 超入門'), fitting the series criteria of an intro/answer pair.
5b3304b4419ae80e650e	False	web	0	simple-http-server	web/20200708-simple-http-server.md	The article is a standalone technical note about creating a simple HTTP server using Deno to handle file I/O from a browser. There are no indications of it being part of a numbered series or a larger set of related articles.
5c44c23ef92f4c4273b4	True	tail-recursion	1	loops-and-tail-recursion	tail-recursion/01-loops-and-tail-recursion.md	The article explicitly states 'シリーズの記事です' (This is part of a series) and lists itself as the first in a three-part sequence covering tail recursion, CPS transformation, and continuation monads.
5e1e95252f1456301522	False	programming	0	promise-tcs	programming/20200626-promise-tcs.md	The article is a standalone comparative study of asynchronous primitives (Promise and TaskCompletionSource) between JavaScript and C#. It references another article for code context but does not follow any series numbering or list pattern.
5e4eb45e080049387334	False	vm	0	hyperlight-wasm	vm/20250402-hyperlight-wasm.md	The article is a standalone introduction to Hyperlight Wasm and its architecture. It focuses on micro VMs and WebAssembly execution environments, making 'vm' an appropriate category.
5e8d87c14ba057039518	False	go	0	trying-go	go/20200709-trying-go.md	The article is a standalone memo about the author's experience trying to use a Go library for the first time. There are no markers of a series (like numbers or lists of links).
5fc7d6477d96bbd7a71d	False	env	0	fsharp-env	env/20161230-fsharp-env.md	The article provides an introduction and setup guide for the F# development environment using Visual Studio Code and Ionide. It is a standalone guide rather than part of a numbered series or a continuous tutorial sequence.
6000e9ce33145bec49a0	False	python	0	unicode-normalization	python/20231103-unicode-normalization.md	The article is a standalone technical explanation of Unicode normalization using Python's unicodedata module. It does not exhibit any series patterns like numbering or links to other parts.
60f787149673b4d4775f	True	haskell	0	unboxed-tuples-behavior	haskell/00-unboxed-tuples-behavior.md	The article starts with a reference to 'Haskellの実験メモ' (Haskell Experimental Notes), indicating it is part of a continuous collection of experimental notes. The content focuses on Haskell's unboxed tuples.
61f4c4e132835b26b3ea	False	vba	0	vba-clipboard	vba/20200119-vba-clipboard.md	The article is a standalone technical guide on how to use Windows API for clipboard operations in 64-bit VBA. It does not indicate it's part of a series.
622c322bd482b340038c	True	web	1	es6-yield-coroutine	web/01-es6-yield-coroutine.md	The article explicitly mentions that there is a sequel ('この記事には続編があります') and provides a link to part 2. The topic is JavaScript/ECMAScript, which belongs in the 'web' category.
623fd55b8b68398becdc	True	haskell	2	haskell-actions-answers	haskell/02-haskell-actions-answers.md	The title matches the series criterion '【解答例】〜超入門', as it provides solutions to an introductory guide on Haskell actions. It is categorized under haskell.
64261a67081d49f941e3	True	java	1	recursive-descent-parsing	java/01-recursive-descent-parsing.md	The title uses '超入門' and the content explicitly lists related articles on parser combinators and JSON parsers, suggesting it is part of a series on parsing in Java. It is positioned as the introductory article to be read before others.
65741fa8ab0a553f51be	False	ai	0	ollama-remote-access	ai/20240305-ollama-remote-access.md	The article is a standalone tutorial on how to configure Ollama for remote access. It does not exhibit any series indicators (numbering or index lists) and fits best in the 'ai' category as it deals with LLM software.
6575cbb98c5a710a2945	False	web	0	cloneable-iterator	web/20221118-cloneable-iterator.md	The article discusses a specific technique to simulate cloning of JavaScript iterators and how it can be used to emulate the List Monad. It is a standalone technical tip and does not exhibit patterns of being part of a series.
6635d6bea5c455cbb4da	True	fsharp	2	computation-expressions	fsharp/02-computation-expressions.md	The article explicitly states 'この記事は次の続編です' (This article is a sequel to the following) and provides a link to the previous part. The content focuses on implementing computation expressions and monads in F#.
663c37408f880336fa9b	False	python	0	string-similarity	python/20230808-string-similarity.md	The article provides a specific implementation for grouping strings by similarity using the Levenshtein distance in Python. There are no markers (such as numbering or a list of related articles) to suggest it belongs to a series.
667e1206469b2a1a4e00	False	ai	0	gemini-pro-blocking	ai/20240118-gemini-pro-blocking.md	The article discusses safety filter blocking and settings in Gemini 1.0 Pro, which falls under the 'ai' category. There are no indications that it is part of a series (no numbering or links to related sequence articles).
68228e19552c271bea81	True	java	1	parser-combinators	java/01-parser-combinators.md	The article title contains '超入門' and it explicitly mentions a sequel ('Java パーサコンビネータ 超入門 2'), indicating it is part of a series. The content focuses on implementing parser combinators in Java.
6887e7939c0168a0eb21	False	math	0	signed-numbers	math/20141008-signed-numbers.md	The article provides an intuitive explanation of signed numbers and complements. It is a standalone conceptual piece without any numbering or links indicating it belongs to a series.
69d1e7c15c7c6a5bb34f	False	env	0	python-sixel	env/20250608-python-sixel.md	The article is a standalone guide on how to use Sixel for image display in Windows Terminal with Python. It doesn't follow any series patterns (no numbering or list of related articles).
6a12160276a8db358e34	True	cpp	1	parser-combinator	cpp/01-parser-combinator.md	The title follows the '〜超入門' pattern and the text explicitly mentions a sequel ('C++11 パーサコンビネータ 超入門 2'), confirming it is part of a numbered series.
6a68a49629c463bc90f7	False	ai	0	build-therock-windows	ai/20250602-build-therock-windows.md	The article is a technical guide on building TheRock (a development version of ROCm) for Windows to enable AI/ML development. There are no indicators of it being part of a numbered series or an index list.
6bc57ddde5a06e526496	False	dotnet	0	fsharp-no-project	dotnet/20200609-fsharp-no-project.md	The article is a standalone exploration of using F# without creating a project file. There are no numbering indicators or links to other parts of a series.
